,pause_status,position,pause_G,pause_C,context_G,context_C,gene,start_dist_rel,end_dist_rel,gene_len,ref_base_A,ref_base_C,ref_base_G,ref_base_T,trans_base_A,trans_base_C,trans_base_G,trans_base_T
40,1,-0.4869708366956505,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.2037181197672746,-0.2037181197672746,-0.7371105519987445,0,0,0,1,0,0,0,1
41,1,-0.4868253956894314,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,-0.3933053742327254,0.3933053742327254,1.4923925100686513,0,1,0,0,0,0,0,1
42,1,-0.4864896963002621,2.5707073576992148,-0.2131379662056171,2.570707352881171,-0.21313796985218594,1,0.19152946076727465,-0.19152946076727456,1.4923925100686513,0,1,0,0,1,0,0,0
43,1,-0.4857961043017152,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.3814624792327254,0.38146247923272536,0.037756231026258726,0,1,0,0,0,1,0,0
44,1,-0.4839814314804161,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.0,0.0,0.0,0,0,1,0,1,0,0,0
45,1,-0.4795007711480824,0.3372037328002173,-1.8944052145538155,0.3372037327462976,-1.8944052100732642,1,-0.40216423323272543,0.40216423323272543,-1.071712117395905,0,0,1,0,1,0,0,0
46,1,-0.4773279902492483,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
47,1,-0.4768845567813982,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.3708304187672746,-0.37083041876727457,0.9992954663254674,0,1,0,0,0,1,0,0
48,1,-0.4750332543733477,0.3372037328002173,0.3472844435589949,0.3372037327462976,0.3472844435548398,1,-0.03649631823272542,0.03649631823272537,-0.6948450911064716,0,0,1,0,1,0,0,0
49,1,-0.4726585798110658,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,-0.06945983023272545,0.0694598302327254,-0.7018893345885171,0,0,1,0,1,0,0,0
50,1,-0.4726111768164463,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.20726972876727467,-0.20726972876727456,-0.7018893345885171,1,0,0,0,1,0,0,0
51,1,-0.4724874980941207,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,0.0,0.0,0.0,0,1,0,0,1,0,0,0
52,1,-0.4722625493378352,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,-0.4587370032327254,0.4587370032327254,-0.6349690215090851,0,1,0,0,0,0,0,1
53,1,-0.4709815911423208,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,-0.2856084312327254,0.2856084312327254,-0.04677469075828709,0,1,0,0,0,0,1,0
54,1,-0.4706978195790755,0.3372037328002173,-0.7735603854974101,0.3372037327462976,-0.7735603832592121,1,-0.4084527662327254,0.4084527662327254,1.2211891360098999,0,1,0,0,0,0,0,1
55,1,-0.4702382259994233,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.4682426717672746,-0.4682426717672746,1.2211891360098999,0,1,0,0,0,1,0,0
56,1,-0.470090845779788,-0.7795480796492813,-1.8944052145538155,-0.7795480773211387,-1.8944052100732642,1,-0.5002149152327254,0.5002149152327254,-0.430685960529766,0,0,0,1,0,1,0,0
57,1,-0.46920527165303205,0.8955796342787719,0.9077068533236076,0.8955796377800159,0.907706856961866,1,0.4861104737672746,-0.4861104737672746,-0.934349369496018,0,1,0,0,0,0,0,1
58,1,-0.4688618154101976,2.012331446728271,-0.7735603854974101,2.0123314478474525,-0.7735603832592121,1,-0.056858462232725386,0.056858462232725386,2.4539317453678597,0,1,0,0,0,1,0,0
59,1,-0.4684017908942307,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,-0.3032059002327254,0.3032059002327254,-0.5081726388322664,0,1,0,0,0,1,0,0
60,1,-0.4682919021339763,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.22804409976727455,-0.22804409976727455,-0.5081726388322664,0,1,0,0,0,0,0,1
61,1,-0.4673772398059765,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.4493369217672746,-0.4493369217672746,-0.11017288209669644,0,0,1,0,1,0,0,0
62,1,-0.4672753233675444,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.06997506976727452,-0.06997506976727458,-1.39926943931102,0,0,1,0,1,0,0,0
63,1,-0.467248820784189,0.3372037328002173,-0.7735603854974101,0.3372037327462976,-0.7735603832592121,1,0.0,0.0,0.0,0,0,1,0,1,0,0,0
64,1,-0.466641631516744,2.5707073576992148,-1.3339827952620225,2.570707352881171,-1.333982796666238,1,0.4699569787672746,-0.4699569787672746,-0.6666681171782898,0,0,1,0,1,0,0,0
65,1,-0.4665780684103224,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.3747645822327254,0.3747645822327255,0.38292416164648746,0,0,1,0,1,0,0,0
66,1,-0.4649573169306487,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
67,1,-0.4643568071760821,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.0,0.0,0.0,0,0,1,0,0,0,1,0
68,1,-0.4623021028274821,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
69,1,-0.4607548259894687,1.4539555452497166,0.9077068533236076,1.4539555428137343,0.907706856961866,1,0.0,0.0,0.0,0,1,0,0,0,1,0,0
70,1,-0.4589832467996419,-0.7795480796492813,0.9077068533236076,-0.7795480773211387,0.907706856961866,1,0.05673300976727458,-0.05673300976727458,-1.166809404403519,0,1,0,0,0,1,0,0
71,1,-0.4574637653539281,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.0006766757672745928,-0.0006766757672745928,-0.39546474311953855,0,0,0,1,0,0,0,1
72,1,-0.4554700384938615,-1.3379239811278356,2.0285516823800127,-1.337923982354857,2.0285516837759183,1,0.3450579887672747,-0.34505798876727456,-0.620880534544994,0,0,0,1,0,0,0,1
73,1,-0.4533849531350737,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.21416814476727453,-0.21416814476727455,-0.4060311083426068,0,1,0,0,1,0,0,0
74,1,-0.4533487544846369,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.3746265977672746,-0.3746265977672746,-0.4060311083426068,0,1,0,0,0,1,0,0
75,1,-0.4509133179019792,-0.7795480796492813,0.9077068533236076,-0.7795480773211387,0.907706856961866,1,0.1704725827672745,-0.17047258276727462,-0.4553408127169252,0,0,1,0,0,1,0,0
76,1,-0.4508771192515424,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.33763676176727464,-0.3376367617672746,-0.4553408127169252,0,0,0,1,0,0,0,1
77,1,-0.4436425603999705,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,0.4663231617672746,-0.4663231617672746,0.04127835276728147,0,0,0,1,0,0,1,0
78,1,-0.4283216970707763,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.010656279767274568,-0.010656279767274568,-0.9026502738268136,1,0,0,0,0,1,0,0
79,1,-0.42725254407394814,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,0.41332872476727456,-0.4133287247672746,-1.3851809523469292,1,0,0,0,0,1,0,0
80,1,-0.4265533499033099,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.4060278567672746,-0.4060278567672746,0.0271898658031905,1,0,0,0,0,0,1,0
81,1,-0.422901595572346,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.2067096882327254,0.2067096882327254,-0.08551802990953725,0,1,0,0,0,1,0,0
82,1,-0.4214691632622064,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.06599402023272544,0.06599402023272549,-0.31093382133499275,0,0,0,1,0,0,1,0
83,1,-0.4213618601198403,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,0.37549534076727453,-0.3754953407672746,-0.31093382133499275,0,1,0,0,0,1,0,0
84,1,-0.41993912387678173,0.3372037328002173,1.4681292726154007,0.3372037327462976,1.4681292703688922,1,-0.2530700302327254,0.25307003023272545,-0.3391107952631747,0,0,1,0,0,0,1,0
85,1,-0.4193037082807226,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.3287538282327254,0.32875382823272536,-1.0259245347626094,0,0,0,1,0,0,1,0
86,1,-0.419100090872016,-0.22117216867833686,0.9077068533236076,-0.2211721722874204,0.907706856961866,1,-0.027292438232725424,0.027292438232725424,-0.4905620301271526,0,0,0,1,0,0,1,0
87,1,-0.4184836364738045,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.18771978923272545,0.18771978923272534,-0.5786150736527211,0,1,0,0,0,0,1,0
88,1,-0.4182190415765645,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.3889827292327254,0.38898272923272537,0.06593320495444066,1,0,0,0,0,0,1,0
89,1,-0.4166129419315914,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.24262608023272544,0.2426260802327255,0.703437240079557,0,0,1,0,0,0,1,0
90,1,-0.4164147112268187,-1.3379239811278356,0.9077068533236076,-1.337923982354857,0.907706856961866,1,0.21922130876727464,-0.21922130876727455,0.703437240079557,0,1,0,0,1,0,0,0
91,1,-0.41601135483623786,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
92,1,-0.4159673993321361,-0.7795480796492813,2.0285516823800127,-0.7795480773211387,2.0285516837759183,1,-0.4391561032327254,0.43915610323272536,0.09763230062364536,0,0,1,0,0,0,1,0
93,1,-0.4158745325563133,0.8955796342787719,1.4681292726154007,0.8955796377800159,1.4681292703688922,1,-0.1471506832327254,0.1471506832327254,0.09763230062364536,0,1,0,0,0,0,1,0
94,1,-0.4149842181300953,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,-0.42363859223272543,0.4236385922327255,-0.9026502738268136,0,0,1,0,0,0,1,0
95,1,-0.4138633527755004,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.4952197892327254,0.4952197892327254,0.5625523704386474,0,0,0,1,1,0,0,0
96,1,-0.4126287202338185,-0.7795480796492813,-1.3339827952620225,-0.7795480773211387,-1.333982796666238,1,-0.20179793323272546,0.20179793323272527,-0.6737123606603352,0,0,0,1,0,0,0,1
97,1,-0.4108728702194792,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.2447816657672747,-0.24478166576727456,-0.9625263434242,0,0,1,0,1,0,0,0
98,1,-0.41001961631632733,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.2224734477672745,-0.22247344776727465,-0.9871811956113592,1,0,0,0,0,1,0,0
99,1,-0.4097903581968947,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,0.0,0.0,0.0,0,0,0,1,0,0,1,0
100,1,-0.4089696399855045,-0.7795480796492813,1.4681292726154007,-0.7795480773211387,1.4681292703688922,1,-0.3229347522327254,0.3229347522327255,-0.2334471430324924,0,0,1,0,0,1,0,0
101,1,-0.4040951038615138,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.0,0.0,0.0,0,1,0,0,1,0,0,0
102,1,-0.3938577807689511,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,-0.3838381152327254,0.3838381152327255,-0.008031351607036923,0,0,1,0,0,0,0,1
103,1,-0.3933956015714105,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,-0.4502611192327254,0.4502611192327254,-0.6173584128039713,0,0,0,1,0,0,0,1
104,1,-0.3897882336808631,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,0.29948865976727457,-0.29948865976727457,-1.209074865295792,0,1,0,0,0,0,1,0
105,1,-0.3824709350568644,0.8955796342787719,-2.4548276243184275,0.8955796377800159,-2.4548276234802904,1,0.0,0.0,0.0,1,0,0,0,1,0,0,0
106,1,-0.3756270199745889,1.4539555452497166,0.3472844435589949,1.4539555428137343,0.3472844435548398,1,0.2779776107672747,-0.27797761076727456,-0.9730927086472684,1,0,0,0,0,1,0,0
107,1,-0.3712497843577887,-0.7795480796492813,1.4681292726154007,-0.7795480773211387,1.4681292703688922,1,-0.03736092023272541,0.03736092023272541,-0.5011283953502208,0,1,0,0,0,0,1,0
108,1,-0.3695833536287543,-0.22117216867833686,0.9077068533236076,-0.2211721722874204,0.907706856961866,1,0.08563807976727457,-0.08563807976727457,0.5977735878488748,1,0,0,0,1,0,0,0
109,1,-0.3693765041976872,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,-0.1901984212327254,0.19019842123272532,-1.085800604359996,1,0,0,0,0,1,0,0
110,1,-0.3691752569387115,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,-0.4498766512327254,0.44987665123272536,-0.9167387607909044,0,0,0,1,0,0,1,0
111,1,-0.3686919618617495,-0.22117216867833686,0.9077068533236076,-0.2211721722874204,0.907706856961866,1,0.4639210377672746,-0.4639210377672746,-0.4236417170477205,0,1,0,0,0,0,1,0
112,1,-0.3680783085495838,1.4539555452497166,0.3472844435589949,1.4539555428137343,0.3472844435548398,1,0.3565272107672747,-0.35652721076727456,1.3972952230610372,0,0,1,0,0,0,0,1
113,1,-0.36570083290125627,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,-0.20883090023272535,0.20883090023272546,-0.8427742042294268,0,0,0,1,1,0,0,0
114,1,-0.3651223008987404,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,-0.3635211652327254,0.3635211652327255,-0.44125232575283424,0,0,0,1,0,1,0,0
115,1,-0.3651085109366693,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.3005909782327254,0.3005909782327254,-0.44125232575283424,0,0,0,1,0,0,0,1
116,1,-0.36471872904000224,-0.7795480796492813,0.9077068533236076,-0.7795480773211387,0.907706856961866,1,-0.06811615023272544,0.06811615023272544,0.17159685718512294,0,0,0,1,1,0,0,0
117,1,-0.3646484864207024,-0.22117216867833686,2.0285516823800127,-0.2211721722874204,2.0285516837759183,1,0.14370971076727454,-0.14370971076727454,0.17159685718512294,0,1,0,0,0,0,1,0
118,1,-0.3638842208665409,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.2544449352327254,0.2544449352327255,0.037756231026258726,0,0,0,1,0,1,0,0
119,1,-0.3626060637570721,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,-0.1807830912327254,0.1807830912327254,-0.7511990389628356,0,0,1,0,0,0,0,1
120,1,-0.3617547490673365,0.3372037328002173,-1.8944052145538155,0.3372037327462976,-1.8944052100732642,1,0.0,0.0,0.0,0,0,0,1,0,0,0,1
121,1,-0.36145072349729934,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.13163134976727453,-0.1316313497672746,0.6506054139642159,0,0,0,1,0,0,0,1
122,1,-0.3599336122013165,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,-0.2655629262327254,0.26556292623272537,-0.7371105519987445,1,0,0,0,0,1,0,0
123,1,-0.35304552614678203,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.4019453557672745,-0.4019453557672746,-0.8639069346755633,1,0,0,0,0,1,0,0
124,1,-0.35005612093154764,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,0.01666421876727464,-0.01666421876727464,-0.7934644998551085,0,0,0,1,0,0,1,0
125,1,-0.3499740275635929,0.3372037328002173,0.9077068533236076,0.3372037327462976,0.907706856961866,1,0.0,0.0,0.0,1,0,0,0,0,0,1,0
126,1,-0.3497195596697489,-1.3379239811278356,0.9077068533236076,-1.337923982354857,0.907706856961866,1,-0.17489799523272542,0.17489799523272542,1.6544101101556974,1,0,0,0,1,0,0,0
127,1,-0.3470005669920033,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,-0.002482907232725373,0.002482907232725373,0.20681807459535034,1,0,0,0,0,0,1,0
128,1,-0.3468643911165508,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,0.40032142676727456,-0.40032142676727456,0.20681807459535034,0,1,0,0,0,0,0,1
129,1,-0.34676893872283954,0.3372037328002173,-0.7735603854974101,0.3372037327462976,-0.7735603832592121,1,-0.2609361632327254,0.2609361632327254,-0.29684533437090177,0,0,0,1,0,0,1,0
130,1,-0.3466381495513211,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.2715199777672745,-0.2715199777672746,-0.29684533437090177,0,1,0,0,0,1,0,0
131,1,-0.3463929467882436,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,0.2632678657672747,-0.26326786576727457,-1.1597651609214736,0,1,0,0,0,0,1,0
132,1,-0.3463427427075784,1.4539555452497166,0.9077068533236076,1.4539555428137343,0.907706856961866,1,-0.2972580282327254,0.2972580282327254,-0.8216414737832903,0,0,1,0,1,0,0,0
133,1,-0.3462895220727101,-1.3379239811278356,1.4681292726154007,-1.337923982354857,1.4681292703688922,1,0.05916332776727463,-0.05916332776727463,-0.8216414737832903,0,0,0,1,0,0,1,0
134,1,-0.3460333304336072,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,-0.19489725023272544,0.19489725023272544,-0.14891622124794662,1,0,0,0,0,1,0,0
135,1,-0.34546708011606103,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.05722273976727455,-0.05722273976727449,-1.0224024130215867,1,0,0,0,0,1,0,0
136,1,-0.3453578377602787,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,-0.16378039523272542,0.16378039523272547,-0.7054114563295399,0,1,0,0,0,0,1,0
137,1,-0.3451576678420898,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.0,0.0,0.0,0,1,0,0,0,1,0,0
138,1,-0.3439973718146977,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.017303952767274592,-0.017303952767274592,-0.3989868648605613,0,0,1,0,0,1,0,0
139,1,-0.3426009226868374,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.2679483472327254,0.2679483472327254,0.0941101788826226,0,0,1,0,0,1,0,0
140,1,-0.3375471170559219,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,-0.08742275923272541,0.08742275923272548,-0.5680487084296529,0,0,0,1,1,0,0,0
141,1,-0.3354930591117941,0.3372037328002173,-0.2131379662056171,0.3372037327462976,-0.21313796985218594,1,0.08229827776727461,-0.08229827776727461,-0.33558867352215194,0,0,1,0,0,0,0,1
142,1,-0.3296489162796763,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.0,0.0,0.0,0,1,0,0,1,0,0,0
